ID,content
5157,Kenapa ini game sering ngleggg terus lagi maen sinyal merah jadi pas main gak fokus Tolong pihak moonton perbaiki lagi jaringannya
5158,mlbb lama loadingnya aku juga gak dapet skin dari draw😠😠
5159,ml game rusak
5160,game kont
5161,saya kasih b3 karena selalu mendapatkan tim yang tidak seimbang dengan lawan. sama koneksinya jelek banget padahal sinyal full jadi malas main game nya.SINYAL LU PERBAIKI masa sinyal gua bagus di pakai download cepet di pakai main ngelag
5162,untuk game ini sudah sangat bagus cuman ketika mengganti role dengan yang di inginkan sekarang membutuhkan macthcing yang sangat lama
5163,"game aneh ngeleg mulu padahal sinyal lancar tapi pas main game ngeleg, server urusin jangan sekin Mulu yang di urusin, bintang gw turun gara gara jaringan di game nya"
5164,"gua kalah mulu,gak asik kalau kata gua,dapat tim beban beban beban"
5165,hadeh ini game ga jelas sering kasih drak sistem 1bintang lgi mitik malah di kasih tim epik
5166,baik dan seru
5167,apik
5168,banyak bug sperti off mic tiba² di saat bend Hero selesai dan saat masuk pertandingan lebih lambat dari player normal dan loading screen stack 30% haall itu yang membuat aku kekurangan exp dan gold bug ini sudah 1 bulan sampai sekarang masih kena bug ini dan knp bug nya g ngotak masah masuk baru 5 menit+ niat upd g sih mlh keliatan afk pdhl gara² bug g ngotak perbaiki lah tun
5169,bagus
5170,sangat bagus semoga saya bisa menang terus amin
5171,Moonton saya penasaran jika MLBB tanpa dark system coba buat dalam satu minggu tanpa dark system atau event tanpa dark system pasti banyak player yang ingin bermain game anda jadi coba saja buat event tersebut pasti banyak orang akan betah main game MLBB karena dari semua keluhan yang saya lihat dark system lah yang menjadi masalah utama kenapa game ini menjadi tidak jelas
5172,apalah gem gaguna bikin kesel leg mulu padahal jaringan bagus dasar ges ta$$
5173,sistem nya benerin dong masa lawan nya party gw solo
5174,mantap dan membuat happy
5175,"Min tolong adain fitur chat yah biar bisa saling berkabar, overall bagus kok game nya"
5176,Game ini bagus cuman masalah jaringan harus kencang saran saya supaya masalah jaringan Di perbaiki
5177,kasih ggua glory
5178,dikasi drak sistem Mulu kalo main
5179,game nya bagus baget
5180,"tlol, main dari erly sampe late ngelag terus padahal udah tes jaringan bagus, pas udah selesai game ga dapat protect poin ngelag"
5181,Matcmaking lu benerin dah
5182,"monton lo kalo ngasi temen random yg sesuai, kaga ada sesuai sesuai nya gua liat Lo ngasi temen, heran gue"
5183,saya suka skali bermain game iniiii
5184,nih buat moonton kalo kita main tuh kasi setara team nya bukan malah di bikin enak team enemy nya lu pikir enak nge gendong sendirian? stres monyet lu bilang ini cuman game? nih ya buat lu iya tau game buat hiburan tapi gimana sama yang Ter obsesi sama game? mikir lah BUTUH KEADILAN!!!
5185,goog game
5186,sering lag jaringan tidak stabil
5187,Match making makin gak guna
5188,kurangin drak sistem
5189,sangat bagussssss
5190,min tolong lah kasih gua mythic gua kasih kata² satu titik dua koma yg baca gua entotin sampai koma
5191,game yang asik
5192,game marai stres
5193,monton buat skin lencelot spesial pls secara gratis pls monton buat kan
5194,saya topup tidak masuk apa ini
5195,Montin saya hampir gila gara gara game ini tolong kalo membuat game liat ada ade ade ga
5196,game kuntullllll
5197,bagus suka ketemu team yang peka pokok nya pada kompak deh
5198,gamee puki
5199,pengen waktu card safety nya lebih lama aja biar lebih aman kalo ngerank apa lagi sekarang banyak orang ngetroll ya intinya biar aman aja dah buat para pengerank 😃 ya menurut gw kebentaran banget dan gw pengen biar card safety tu dapetinnya gampang biar kita ngerasa aman pas rank 😃
5200,"Gamenya bagus, playernya tolong dihapus"
5201,game tolol yang adil lah kooooonnnntoooolll
5202,gem ya bagus
5203,top up diamon tidak masuk
5204,"game rusak masa main bggak di kasi ws sama sekali udah gitu main solo ketemu lawan yang main nya gak solo dpt temen nggk jelas gak usah di donwload lah ni game,mending main epep aja"
5205,Kalo Lagi Main Rank Saya dapat tim yang sangat bodoh tetapi musuh saya setara top global tolonglah moonton seimbangkan permainannya barusan saya mau legend tapi saya mendapatkan tim yang sangat payah saya bingung cuma mau legend 5 doang susah amat gimana mau mythic Imortal
5206,mantap 👍
5207,ml sangat bagus sekali
5208,game burik
5209,harus pake wf
5210,banyak dark sistem gimana gua gendong nya Cok bukan 5 v 5 tapi 1 v 9
5211,maaf bang tapi kok setelah saya top up in game pake qriss belum masuk masuk juga ya diamond nya sudah 4-5 jam Lo aku nunggu nya di hp udh ada tulisan berhasil
5212,"hai moonton,saya tau game mu ini adalah game yg cukup populer di kalangan semua umur,tapi di sini saya ingin mengusulkan bahwa game mobile legends ini semenjak update season kemarin,entah mengapa seperti ada banyak sekali bugnya,mulai dari ping yg eror tulisannya sinyalnya cakep,tapi pas di gerakin Ndak memuaskan + nambah frame,jadi tolong wahai pihak montoon untuk memperbaiki masalah² seperti itu,dan ingat sekarang game kamu sudah memiliki rating yg buruk yaitu 3.8 padahal dulu 4.5,nambah jelek"
5213,pembagian tim sangat tidak adil
5214,main lebih banyak kalah dari pada menang dikasih tim gak pernah seimbang
5215,"buat lag nya ilang,baru kukasih 5"
5216,asik banget. 😄👍👍👍
5217,makasih moonton telah merilis game MOBA yg menyenangkan ini membuat saya gila
5218,match making tidak seimbang perbedaan rank yang belum pernah imortal disatuin gak adil kadang di tim duo tim musuh trio aneh banget
5219,jangan main ini anjir sumpah matchmaking nya gak bagus giliran dah jago tim nya gak bener jangan di download
5220,game gblok buat player nambah stress mending hapus gamenya di playstore
5221,sangat bagus
5222,"game yang tidak layak di mainkan, masa tim sendiri dan tim musuh berbeda jauh kemampuannya, walaupun lu jago tapi kalau dapat tim yang bodoh lu tetap kalah"
5223,udah saya danlanud aplikasinya malah kagak bisa main
5224,S A M P A H
5225,saya kadang stesss main ml tapi lama menang
5226,gamenya bagus dan menantang untuk melawan hero musuh
5227,perbaiki laaa jaringan lag lag padahal sinyal gua bagus
5228,munculkan lagi fitur Highlight
5229,lu bisa mikir dikit ga si? ngasi tim yang adil oon player solo di tabrakin ama party an
5230,gema ini bagus dari segi Hero banya tapi kalo ngasih musuh yang seimbang ya tolong soalnya kalau aku main itu musuh nya itu rank tinggi terus plis banget soal nya setiap mau naik bintang selalu susah mau naik ke honor tapi malah kalah jadi tolong kasih lawan yang seimbang ku kasih nilai2
5231,the best
5232,moonton pls kurangin sistem gelap di game lu barusan gw ketemu miya roam sama estes jungler
5233,woiiii monton gimana sihhh dikasih temen daksistem teruss jadi aku malas main ml turun trus REng aku
5234,gem nya bagus tapi mikir monton jangan sering kasih musuh yang Enda sepantar buang buang waktu naikin bintang malah menang kalah Mulu stres
5235,matching tim gjls mulu ga fair
5236,seruuuuuu ihh
5237,game rusak di luar game sinyal bagus tpi di dalam game lag parah
5238,lwbih baik lawan atau dpt tim nub tp orang asli drpd robot.main sama robot g ngotak mainya
5239,"WOI MOONTON,SETELAH UPDATE VERSI YG SEKARANG MAKIN PARAH !!! TIAP WAR SELALU NGELAG , SAAT INGAME SELALU TELAT PADAHAL HAPE GUA SINYAL GUA BAGUS , PINDAH GAME ONLINE LAIN AJALAH JANGAN DI MOBILE LEGEND LAGI,UDAH BUSUK SEKARANG,TERLALU MENTINGIN DUIT,EVENT KEREN KEREN TAPI PERMAINAN BUSUK !!"
5240,"pliss lah moonton undur aja dulu floryn autumnyaa baru juga angela cc,masa mau kluarin floryn lagi,blum nabung pliss moontonn kasih bulan juni/mei gituuu"
5241,ml suka ngestag ml burik udah mau menang malah ngestag
5242,Gamw ini bagus namun saya menemukan seorang wanita yang membuat mental saya dwon di game ini
5243,game mlbb ini sudah menemani saya dari 2020 sampai sekarang dan itu sangat nostalgia dan ada satu pesan untuk developer mlbb untuk menurunkan harga skin yang di jual di mlbb saya pernah membeli skin yang sangat mahal pada masanya yaitu Lesley legend itu efek nya sangatttt jelek dan semoga besok ada revam pada skin legend Lesley dan skin yang lain..... semoga developer mlbb melihat keluhan saya dan semoga skin skin yang limited/skin yang ada event tertentu itu di turunkan harga nya
5244,"game yg sangat ramah main 3 jam naikin bintang ga, turunin bintang iya untung aku sangat sabar dalam memainkan game yg satu ini. game nya seru main solo dpt tim ramah suka menabung rajin pintar Soleh pokoknya the best lah ni game. gw rekomendasi ni game jgn di mainin soalnya nnti kamu jadi soft spoken 🤗☺️"
5245,game ini sangat bagus 🤩🤩🤩
5246,"moonton sekarang pintar, solo rank/pun party 2/3 di temuin team nya BOT biar apa????? biar kalian main terus, keuntungan nya berarti banyaknya player bermain banyak juga keuntungan dari moonton."
5247,game rusak
5248,game nya bagus tapi maunya ada Hero baru aja
5249,wkwk uda lama ga main sekali nya main di kasih tim cupu biar kalo kalah trus main lagi biar ketagihan Wailah cik 😂
5250,game nya super bagus
5251,game nya gampang menangg..... menangisss....
5252,"benerin dong servernya setiap main sinyal jadi merah mulu padahal jaringan bagus jadi nge leg setiap main, bikin gak nyaman banget jangan skin mulu yang di upgrade servernya juga butuh upgrade"
5253,"terkadang dikasih tim lemah , dan lawan yang pro semua"
5254,Mantap Hero nya
5255,Moonton tolong kalu yang main nya bagus tapi kalah jangan di kurangin bintang nya ga adil kita main serius di malah bercanda kan bikin kita stres kaya HOK WALAUPUN KALAH KALO KITA MAIN BAGUS GA DI KURANGIN BINTANG NYA MOHON PERHATIAN NYA🙏
5256,moontonn kenapa kasih gua drak sistem moonton strees nanti gua moonton gila lama lama gua
5257,game ini sangat bagus!
5258,"kasih lawan mudah dikit napa, cape ls moonton"
5259,"Org maen game buat hiburan, ini malah bikin bosen, di gabungin ama bot mulu udh 2 minggu turun sesion maen stuck di epic"
5260,to the point kapan bangkrut?
5261,"menjebak ...-pikiran minus game nya hati"" bagi yang di umur17 ke bawah jangan download game ini gak ada manfaat nya bintang 1 pun gak pantas sistem ini"
5262,tolong sinyalnya diperbaiki biar nggak ngelag lagi saat main
5263,game tolol musuh nya jago semua giliran tim kek anj tolong lah di perbaiki sistem season 39 ini pengen imo susah banget dah
5264,game nya sangat seru walaupun suka di sampah teman tapi game nya membuat saya paham arti kehidupa😶
5265,"matcmaking dibenerin su, dikasih tim iq jongkok mulu"
5266,seruuu bangett sumpill🤭🤭
5267,game ini sangat bagus untuk melatih mental anda
5268,MATCHMAKING BENERIN DULU TUN
5269,tim gua isinya bodo semua lah musuh jago semua sama satu lagi solo Malah ketemu party ada ada aja ni game
5270,"bng sd update kali ini bnyak banget di sebarin dark system ta i, dark system komputer nya montod yg berkedok nama player, harusnya buat nyari happy, malah jdi makin stres, SIAP"" PINDAH HOK AJA BIAR BANGKRUT AJA NIH MONTOD, stiap match kalah Bae dark system nya ga ngotak 3 sekaligus paling dikit 2 mending dah Klo ga sngaja, ini sengaja mati gilaaa, tar HOK Klo dh berjaya juga bangkrut ni montod naek kasta"
5271,bagus tapi banyak drag sistem nya
5272,"benerin dulu bug patah"" di draf pick detik terakhir, benerin bug ngestak di loading skrin, benerin bug telat masuk di awal game masuknya malah udh 1 menitan"
5273,derax sitem semua isi nya 😡
5274,benci banget aning mu ama gua di kasih lose treak Mulu tiap hari napasih moonton ayolah dah cape gua CAPE...
5275,"satu kata "" UNINSTALL """
5276,saya Baru Main Lagi Ga Nyangka bisa serame Ini
5277,"kasi team yg bener lah lawak, masa lawan jago jago temen kaya orang gabisa main"
5278,ml gem gak guna gem kaku gak seru👎
5279,ini tuh seru banget ngelatih otak juga
5280,gem sangat tidak berguna saat aku main kan malah makin setres👎👎
5281,mantap bgttt
5282,game ini sangat ope
5283,saya suka gemes ini karna aku pernah melihat ini sebelum nya
5284,"pelit, epic hama minimal kasih skin kolaborasi 1 kayak jkk. sinya l busuk memory besar tidak cocok untuk hp kentang."
5285,"perbedaan ranking dalam matchmaking buruk,, perbaiki sistem timnya apaan klo kaya gini..."
5286,game burik gak usah dimainin bagusan hok dari pada ml burik trs kalah mvp gak dapat bintang game burik
5287,"Tiap hari dikasih tim tolol terus montoon montoon, waras dikit ngasih tim"
5288,"tolong lah match makcingnya di perbaiki rank yg blom pernah mythic di ketemuin sesama blom pernah mythic juga dan rank"" selanjutnya juga biar adil, dan satu lagi masukan dari saya minimal bikin aturan baru jadi klo masuk rank harus di ukur dgn minimal pake WR 50% ke atas klo di bawah itu si player kudu main di clasic dulu biar bisa naikin WR dan bisa main di rank, jngn terlalu di bebasin main lah montoon jngn bikin kami player lama kecewa dan berpindah ke game sebelah, kami udah muak."
5289,"mantap gamenya eventnya seru collab dengan spongebob,gameplay nya mudah dimainkan dan hero yang beragam,semoga ada perbaikan di sinyal nya padahal sinyal ku bagus tapi di game malah merah itu aja,makasih developer moonton atas permainan yang di suguhkan udah mantap👍👍"
5290,game stres ada player diam doang di base gak mau maju bener² diam bukan afk dan setelah dilaporkan malah dianggap gak melanggar.emang stres ni sistem game udah gitu coba lapor di cs pun malah gak bisa juga emang aneh ni game
5291,montoon kasih lah kawan yang pro jangan yang noob dan kasih lah lawan yang noob plisss
5292,aku suka banget
5293,👍
5294,bagut
5295,bagus
5296,sistim pembagian tim tak seimbang
5297,"game burik,udah bikin setres,game gak bikin seneng,malah bikin stres,saran nya sih jangan di mainin game ini"
5298,banyak playarr drak sistem
5299,saya suka kalo event mlbb x Spongebob kalo berakhir tanggal Maret 1 2026
5300,"semua orang itu permasalahannya sama yaitu tim yang tidak seimbang. terutama bagi player solo, anda sebagai pihak yang mengatur harusnya sadar dong. kan enak misal tim jago lawannya juga jago.""kalau kayak gini terus game ini akan hancur nggak ada peminat"""
5301,mantap
5302,apalah monton gua udah cape tim gua bego semua kasi tim itu yang bener lah
5303,"makin lama makin gk jelas nih game, matchmaking gk imbang, bisa""nya solo ketemu full skuad,, belum lg ketemu tim yg kaya bot, fitur report gk berguna, report feeder yg mati 10 ke atas aja gk ada respon,"
5304,game busuk
5305,"game Pembodohann, sistem rusak.. tolo tolo"
5306,"game rusakkkk Matchmaking sangat tidak adil, main solo ketemu musuh party, dasar game rusak, selalu ketemu tim high rank epic dan main amburadul, dongo lu buat sistem"
5307,saya top up diamond dari mobile legend kenapa nggak masuk ya?ini gimana kejelasannya?duit saya gimana?
5308,game anda sangat lah buruk saya selalu di pertemukan denga player gak tau main dan musuh menggunakan cheat saya mohon segera perbaiki match meking denag benar kapan mau di perbaiki match neking nya
5309,"saya sngt syka dengan game ini,game ini bisa mabar dengan teman"
5310,sangat direkomendasikan
5311,padahal invalid Bintang gw turun aneh
5312,tolong kalo main musuh nya sepadan dan tidak ada temen yg ngetrol ya dan kalo orang main afk karena hp nya yg jelek jangan di kurangi sekor kreditnya
5313,seru
5314,saya suka sekali
5315,"aneh ini game dapet tim gk pernah bener terus jaringan gw udah bagus masih aja lag gk guna stres lama lama kocak kocak ini geme kata adil kok dapet tim lolo terus gk guna ls mulu gw dapet tim gk bisa main gk jelas banget dapet tim gk bener, trus masalah sinyal ping gw merah padahal sinyal gw bagus"
5316,setelah update banyak bug seperti loading screen stug di 30% dan saat sedang matchmaking lag sama 1lagi hilangin dark sistem montoon bedain match Mabar sama solo
5317,"pensiun gara2 laporan orang gampang di proses, tapi pas laporin orang gak pernah diproses, gak akan gue install install lagi."
5318,adalah pokok nya
5319,background nya di depan wkwkwk kocak banget tiba tiba jadi batle royale wkwkwk
5320,bagusss
5321,gw udh seharian main tolong yg cheat di ban dan bug ini masalah ny itu kan udah pake wifi tapi masih aj ngeleg tolong di beneran itu aj Trmksih
5322,"game cacat' game idiot gue main pubg dan game lainnya lancar cuma main ML doang ngelag sendiri bgst, game busuk"
5323,saya tau ini game moba tapi kenapa saya merasa game ini justru membuat saya menangis. jujur saya tdk suka game seperti ini. terimakasih
5324,bagus bgt
5325,"game aneh makin lama makin gak jelas match making nya l,selalu dapet tim yang gak jelas gameplay nya udah kirim feedback masih aja kaya gini,ya mungkin aja kedepan nya rating game ini makin turun."
5326,"Setiap mau mulai game 10 detik, ngelag untuk ubah spell dan emblem. Bug perbaiki segera !"
5327,game ramah lingkungan😀😀
5328,"Ketemu dark system mulu... emg nih devnya, udh kikir... malas benerin sistem pula"
5329,untuk geam nya bagus tapi hapus drak sistem nya mohon
5330,bagus
5331,bagus keren dan yang lumayan kocak juga suara kamu
5332,bagus bagus aja tapi jangan mainin nya saat puasa dan lose trik nya jangan banyak ya dan intinya game nya bagus aja
5333,kalo kalian punya hp Juna ram 3 GB mending gak usah main ini deh biar gk kecewa
5334,moonton kalo main kalah menang kala menang trs lose streak ya player ml jadi males main jadi jangan gitu cape naikin rank itu
5335,ini game bagus tapi kasih lah saya menang
5336,"kalau bisa collab lagi sama kartun terkenal kaya boboiboy , ejen ali , dll"
5337,game ramah banget ini mah
5338,pembagian team yg tidak adil
5339,gamenya seru banget
5340,"akun nggak bisa login dibilangnya akun failed sangat mengecewakan habis""in uanng aja kau moonton perbaiki game mu ini"
5341,game haram banyak bocil + draksisten emang buang buang waktu aja mending game sebelah
5342,hai monton gem nya sangat tidak adil tim saya berisi draksistem semuua sedangkan tim musuh jago jago sangat sangat tidak adilll
5343,"game nya jelek banget,wifi bagus tapi malah afk tim gak sesuai jelek banget yang pasti game jelek gak cocok untuk di pake main ini game terburuk, lagi asik farming analog gerak sendiri padahal aku gak gerakin jadi hampir kalah aku dasar game gak guna"
5344,buruk banget karena biasa di kasih dark sistem waktu kurang 1 bintang lagi naik hapus aja ml nya
5345,game bagus
5346,saya suka game ini karena kalo beli beli gak payah karena bisa pake koin beli karakter bagus
5347,apk crus Mulu... berhenti mendadak
5348,gak adil
5349,kurangin dark sistem males gua liat tim buta map
5350,saya sangat menyukai game ini
5351,karena permainan ini sudah di hapus banyak permainan tapi tidak bisa di download dan udah berkali-kali mencoba tidak bisa tolang benarkan permainan ini
5352,"Kecewa, game udh sebagus ini masih banyak dark system🤣udh gw apus nambah 1 bintang lah ngurangnya 5 bintang gara2 dark system🤣🙏"
5353,Dikasi lawan yg pro terus gak adil bagi gua
5354,gem nya bagus tapi kenapa suka ngelek jadi cuma bintang2
5355,seruu bgtt klo gbt tinggal main ini tp murahin dongg mahal mahal skin nya
5356,"woy muntun, knp bnyk player bot. giliran dilaporin ga bisa. apa²an gua uninstall aj"
5357,Kebanyakan dark system
5358,ngasih tim selalu jelek
5359,mainan nya seru bangettttttt sumpah Demi ngger rorrrrrrrrrrrr🤩🤩🐺🐺🐲🐲🐲
5360,bagus
5361,"perbaiki jaringan, lelet banget anj"
5362,gamenya keren Grafiknya smooth game play nya menarik
5363,"game taek, suka tiba2 lag padahal ping 9ms"
5364,geme bocil
5365,game bagus
5366,tidak memberi tim yang bagus lebih bagus game FF
5367,sinyal ngelag
5368,makin malas main ML klu begini😤😤😤
5369,kenapa si lu monton kasi gua draksistem Mulu orang tinggal satu bintang lagi naik imortal .gua Uda uninstal ini ml Uda malas gua main
5370,"buruk game ini sangat buruk , tim lawan dan diri sendiri jauh berbeda lebih baik lawan dan game ini banyak dikasih tim BOT pemberian moonton , tolong untuk hal hal yang seperti ini sangat wajib untuk di benahi jangan hanya mengedepankan event event baru dan skin skin baru karna hal sangat berpengaruh pada player yang bermain game untuk kenyamanan mereka tetap bermain TOLONG MINTA TOLONG"
5371,bagus sekali permainanya.......... ..... jempol 4
5372,selalu di pertemukan orang gak bisa main semua..... buangbuang waktu. jadi malessss.. carigame yang lain ajha
5373,sangat seru walaupun saya mati terus🤭
5374,game jelek saya main kalah mulu tim nya darksystem gajelas
5375,saya suka dengan game ini
5376,tolong moonton kalo ada orang install ml wajib pake KTP dong! cape kita ketemu bocil mulu
5377,game nya bagus tapi tolong tim nya di kasi yang bagus
5378,"kasih tim yg bener napa ,tiap hari main rank timnya computer semua"
5379,"gmn mksdnya yh kok sy dikasi tim tidak mau berkontribusi. saya coba push dikasih kalah+tim gak jelas. giliran dilaporin/direport masih aj dikasi dark sistem.. hmm ini sy mao lapor soalnya hbis kalah 9 kali. disuruh nelen sabar terus sama moonton. gk di classic gk di rank masi aja ketemu dark sistem. nurunin winrate aja, btw klo kita udh baik mainnya tpi kalah trus winrate nya msih di kurangin gk?"
5380,aku gak bisa main ml lagi karna akun ku di bened aku gak cheat gimana nih pihak monton gak bisa main lagi nih terpaksa pindah game gara gara itu doang pliss jangan gitu lah pihak monton
5381,jaringan lag parah padahal jaringan wifi saya sangat lancar untuk berbagi aplikasi lainnya. tolong diperbaiki.
5382,ml sangat seru dan menarik setiap aku main ml dapat Hero gratis
5383,tim nya nga seimbang solo ketemu nya partian
5384,eh celak Mai megerengan ke katuk cai moonton Ampe ngeling Mai megerengan trasklenggggg pirateee cai Mai megerengan duell 1vs1 ke cakcak cai gara gara cai rank awake turun mushne belog belog care sing ngelah otak
5385,bagus
5386,👍
5387,"monton keterlaluan masa di kasih team ga bner trus cape main ni game, lama² bikin setres"
5388,soal nya banyak dark sistem dan gem nya buat setres
5389,seru tetapi banyak orang2 yg sengaja ingin menurunkan buntang orang lain
5390,tolong la moonton jaringan sama timnyaaaaaa astagfirullah
5391,Game ini seru😁😁
5392,tidak seru buruk
5393,kapan gw mitik hahhhh di tabrak Sama SISTEM IRENG LU ITU GW CAPEKKKKKKK
5394,perbaiki penyeimbangan team match.
5395,bagusss sangat sangat baguss
5396,moonton ora waras
5397,"pisahkanlah pemain/player bocil sama yg besar supaya gak kecampur, masa tim musuh Abang abangan sedangkan tim kita isinya bocil semua, serasa gak adil. dan juga kalo ada yg main roam tb itu item damage gak bisa di pakai karena banyak yg main roam tb bukanya buat item armor malah beli full item damage, karena susah kalo roam kita pakai build damage, baru maju udah sekarat. Itu aja ulasan gw dan yg paling meresahkan bagi gw, terimah kasih😌😌"
5398,anjay Alus bgt muntun
5399,lacar alpa lebih enak main bareng
5400,"matchmaking gajelas,tim lawan lebih bagus dibanding tim sendiri"
5401,"GAME HARAM,BANYAK DARK SISTEM KALO MAIN PASTI LOSE STREAK.TOLONG BERIKAN SAYA TIM YANG SESUAI DENGAN SAYA DAN MUSUH YANG SETARA DENGAN TIM SAYA SETIAP PEMILIHAN HERO DAN ROLE BANYAK YG TIDAK TERIMA DENGAN ROLE YANG MEREKA DAPATKAN.tapi game ini seru dan saya memainkan game ini terus hehehehehehee"
5402,"min tolong kalo orang ga bisaa main jangan kasih ke solo renk ,soal nya pada buta mep semua ,terus kadang tim nya ga imbang musuh nya jago bolo ku bego apaligi yang struk epic , tolong di bedakan min , tolong banget saya cape ke temu bolo yang kurang kompak,kadang layla xp, balmon gold lene cape saya mau ke legen aja susuh ketemu tim gitu"
5403,benerin sistem matchmaking lu tolol
5404,epic abadi terlalu banyak joki dan draksistem
5405,"game sepi ya? pantesan orang orang lain ML pada setres, di kasih musuh bot, tim juga bot, klo kita main sndiri juga ga kuat bang, cape, stres, rank nge stack di situ² aja, perbaikilah mohon, game rusak lama lama ini di panggilnya, lu banyak duit masa benerin match making aja ga bisa."
5406,game nya sangat keren dah skin skin nya juga bangus
5407,😁😁😁😁
5408,Gamenya seru dan keren
5409,gak usah di mainin gak seru lawan kuat kali dan kawan kayak poke
5410,monton kasi menang lah tadi satu bintang lagi epic kasi menang lah biar epic plsss monton kaloo GK kami semua kasih bintang satu
5411,JARINGAN NYA TUH DIPERBAIKI. UDAH DICEK DI LOBBY+DRAFT WARNA IJO TERANG BENDERANG PAS MASUK GAMENYA MALAH LAG PATAH PATAHH.UDAH GITU DIKASIH KUTUKAN WLWL TERSU TIAP MAU NAIK RANK DURJANA KAU MUNTOONN🥰💖
5412,jaringan lu anehh 🤌🤌
5413,"cape jink epik mulu,mikirrrrrrrrr"
5414,terima kasi monton sudang gak tau
5415,sangat menyenangkan aku menyukainya
5416,kebanyakan orang toxic
5417,sangat tidak adil solo vs trio
5418,"tolong min miya di bikin meta, selalu dapat tim yg ga imbang,susah solo"
5419,Game nya bagus dan seru..... tapi..... Game nya kenapa ya sekarang susah banget login nya maka nya gue hapus trs download geh 🥺😭.... Ram nya terlalu besar
5420,tpi kadang lawan sm tim nya ga seimbang
5421,eh montoon you don't want what people are pushing ml to the device they dream of don't give them lootrek later they will change games how to give them Happy
5422,"game yang sangat seru, playernya ramah ramah🙂"
5423,Game nya mantap
5424,saya main ini dikasih tim jelek terus jarang menang dan kurang cocok buat kalian soal nya gw kalah terus
5425,mantapp
5426,Gak adil sistemNya
5427,minta diamond dong moonton
5428,kadang aku main udh mode jago malah tim nya kyk enggak bisa main dan sering naik turun bintang ku pusing tdk di saran kan
5429,pertandingan gak seimbang capek kalah terus game kikir
5430,Moonton tolong buat kolab jujutsu kaisen lagi pliss
5431,"game apan, ganti device baru aja masih kalah disinyal, macthmacking masih aja banyak drack sistem, gak seimbang isi rolenya, maen solo ketemunya partyan anomali"
5432,game ini sangat menyenangkan sekali pasti yg buat kereatif ya makasih karna kalian q
5433,tiap hari ketemunya dark system musuh nya mantan imo Moonton jump boat
5434,jangan di download kalo kalian ga pengen stress main dapet tim yang ga normal tolong tambahkan fitur 1 lane jangan download dah gua lose streak banyak banyaknya moonton ga peduli cok
5435,game lumayan lah
5436,sangatt bagus
5437,gooooooooooodddddddd
5438,awas kalo kalah lagi geme lol
5439,"game kikir gjls di kasih tim gjls egois ngetrol cpek, manbah stres main game ini"
5440,"betulin tuh match making jangan berbisnis event anime mulu sama jual diamond, event darderdor collab sana colleb sini matchmaking gak karuan dapet team selalu gak jago giliran musuh malah jago bgt kan gak seimbang begitu."
5441,"jaringan selalu buruk saat main ml, padahal buat main game lain jaringannya selalu bagus"
5442,gimana ya biar ga ngeleg main nih game tiap kali main ngeleg mulu dah
5443,bagus sekali
5444,"pembagian match tidak seimbang, rank musuh terlalu tinggi"
5445,bagus baget gw sampe ls 10 kali 👏👏👏
5446,suka dan seru
5447,gamenya sangat sangat bagus
5448,enak
5449,sangat bagus udh dr lama saya pakai
5450,😭ngelag pak
5451,"Penipuan montoon terhadap player solo sudah sangat parah.. Sering menemukan bot di dalam tim.dengan Profil tidak masuk akal. Pernah mememukan rank saat ini mityc, win 70% padahal permainan baru 9x mana bisa ada di mytic hanya 9x main asu. Dan parahnya kalah terus tapi win 70%. Sedangkan sistem akan mencarikan lawan dengan win tertinggi di tim kita.Mending tiggalkan game ini daripada di tipu sistem."
5452,game terbagus didunia tpi mohon maaf skin nya kualitasnya dinaikin lagi tpi udah banyak yang bagus skinnya
5453,"Moonton Kikir. Aku Cuma Dikasih Menang 8 kali doang, sedangkan Aku dikasih kalah 12 kali. Moonton Kikir Banget"
5454,kak tolong dong jangan buat moonton nya ngeleg saya mundur malah maju kalau engga niat engga usah but ml kak sumpah saya dari legend ke epic lagi padahal saya udah langganan ml setia Lo kak knp kek gini pengen nangis sya Lo kak tolong dong kak di perbaiki dan di lancarkan ml nya bukan malah di buat rusak kalian mah enak kita yang beli paket data buat main ml malah di buat kek gitu tolong sumpah
5455,gak ad sekian kolektor gratis
5456,Game bgst!! banyak cheater
5457,saya kasih bintang 5 karna moonton ramah memberi skin gratis
5458,Upgrade itu servernya biar setiap kali ganti season kagak ngelag
5459,ga mau Nerima kritik banget moonton.. pas di kritik pasti cs nya loading terus.. giliran ga di kritik lancar aja tuh cs tapi pas di kritik selalu loading.. pengalaman komplain buruk.. lama lama banyak player Pindah moba lain.. tapi pas di kritik di sini pasti suruh komplain ke cs. tapi pas komplain ke cs loading seabad ga masuk masuk.. hadehhh
5460,MOONTON NGASIH TIM BEBAN TERUS AH
5461,game mantap
5462,"Permainanya seru dan menyenangkan,saya sangat menyukai permainan ini"
5463,setiap mau naik reng pasti timnya draksistem kalah menang kalangan menang bikin emosi
5464,"gw pensi main ML gara2 gamenya makin rusak, matchmaking ga adil, masa dapet musuh high rank nya imo 200+ sedangkan gw high rank glory, dan juga pas gw main gw pilih Lane jungle dan gold lane, pas di draft pick tiba2 gw roam, udah tau gw ga bisa roam, game rusak ga jelas"
5465,game seru tapi untuk handphone yang kentang atau penyimpanan kecil suka nge lag turunkan lah data datanya montonn
